user_id,registered_dttm,male_flag,moscow_flag,age,first_name,last_name,middle_name
75037,2023-05-30 01:48:26,0,0,27,Tatiana,Morozov,89854735331
86321,2023-05-30 03:15:26,1,0,30,Ilya,Volkov,89853583401
45165,2023-05-30 03:30:09,1,0,26,Andrey,Pavlov,89852038085
73252,2023-05-30 04:58:02,1,1,31,Ilya,Golubev,89855768354
29305,2023-05-30 09:26:57,1,0,31,Ilya,Kiselev,89854050963
95904,2023-05-30 09:47:41,1,1,25,Alexey,Baranov,89857624139
77968,2023-05-30 10:02:29,1,0,27,Alexey,Kudryavtsev,89855509428
43529,2023-05-30 13:33:59,0,1,29,Maria,Kiselev,89851858735
44210,2023-05-30 15:33:03,0,1,26,Svetlana,Kudryavtsev,89859907972
26339,2023-05-30 16:07:09,1,0,24,Sergey,Belyaev,89851892960
87977,2023-05-30 17:47:43,0,0,18,Anna,Vinogradov,89855756084
10910,2023-05-30 17:59:52,1,0,28,Alexander,Borisov,89853394642
50848,2023-05-30 18:25:48,1,1,34,Alexey,Fedorov,89853066074
56060,2023-05-30 21:48:29,1,0,22,Maxim,Petrov,89856476469
42447,2023-05-30 23:10:53,1,0,30,Sergey,Ilyin,89858485223
42035,2023-05-31 00:18:07,0,1,39,Natalia,Titov,89851429239
18897,2023-05-31 02:09:10,1,0,27,Alexander,Pavlov,89857383925
40669,2023-05-31 02:34:00,1,0,36,Dmitry,Baranov,89852855480
66725,2023-05-31 07:14:55,0,0,32,Anna,Bogdanov,89853598847
72393,2023-05-31 07:41:03,1,1,30,Mikhail,Petrov,89859940551
40567,2023-05-31 11:35:51,1,0,29,Alexey,Borisov,89851912879
98975,2023-05-31 11:51:54,0,0,24,Maria,Gerasimov,89855457268
35891,2023-05-31 12:51:04,0,0,29,Anna,Grigoryev,89856228034
57398,2023-05-31 15:02:13,1,1,32,Alexander,Vinogradov,89858265074
90049,2023-05-31 15:11:00,1,0,36,Sergey,Pavlov,89850359775
15906,2023-05-31 23:45:38,0,0,28,Elena,Gusev,89852162254
84389,2023-06-01 00:19:32,0,1,26,Elena,Komarov,89852997295
62271,2023-06-01 01:11:58,1,1,24,Andrey,Komarov,89851838395
80400,2023-06-01 01:41:45,1,0,34,Maxim,Stepanov,89853325389
65463,2023-06-01 04:49:01,1,0,26,Andrey,Andreev,89850743342
36219,2023-06-01 06:27:00,0,0,29,Maria,Stepanov,89859062121
64454,2023-06-01 06:58:36,1,0,23,Sergey,Pavlov,89853048681
59790,2023-06-01 08:58:52,1,0,31,Maxim,Novikov,89852311380
42241,2023-06-01 12:00:49,0,0,39,Natalia,Solovyov,89855644421
45400,2023-06-01 12:12:47,1,1,39,Dmitry,Ivanov,89851117642
99993,2023-06-01 12:53:15,1,1,35,Maxim,Morozov,89852109549
54001,2023-06-01 13:13:49,1,0,19,Andrey,Kozlov,89854360280
40484,2023-06-01 13:35:50,1,0,26,Artem,Kuznetsov,89854441211
78676,2023-06-01 13:50:26,1,1,24,Kirill,Semyonov,89854315504
82824,2023-06-01 13:51:55,1,0,21,Ilya,Tarasov,89854564677
85653,2023-06-01 14:50:51,1,1,31,Ilya,Gusev,89859329626
61861,2023-06-01 16:20:35,1,1,29,Andrey,Sergeev,89856784467
98932,2023-06-01 19:08:22,0,0,42,Svetlana,Tarasov,89853114506
69911,2023-06-01 20:12:40,1,0,33,Alexander,Volkov,89858117987
65308,2023-06-01 21:14:22,1,0,43,Alexander,Petrov,89852254088
81599,2023-06-02 01:02:05,0,0,44,Olga,Gusev,89853350744
74070,2023-06-02 01:46:32,0,0,34,Elena,Kuznetsov,89854914727
28008,2023-06-02 03:36:35,0,0,28,Olga,Tarasov,89853989737
79850,2023-06-02 05:53:26,0,0,30,Elena,Romanov,89857377348
